CdAbi,CdCab,cabSportello,cabLocalita,cabProv,ANKEY,cabFiliale
02008,41060,"AG.MONTENERO DI B.","MONTENERO DI BISACCI",CB,0200841060,1060
02008,41560,MOLFETTA,BARI,BA,0200841560,1560
02008,43910,AG.IGLESIAS,IGLESIAS,,0200843910,3910
02008,43911,AG.IGLESIAS,IGLESIAS,CA,0200843911,3911
02008,46040,AG.BRA,CUNEO,CN,0200846040,6040
02008,46041,AG.BRA,BRA,TO,0200846041,6041
02008,47300,FIL.CANELLI,CANELLI,AT,0200847300,7300
02008,49270,"ALBISOLA SUPERIORE",ALBISOLA,SV,0200849270,9270
02008,50560,"SOMMA LOMBARDO","SOMMA LOMBARDO",VA,0200850560,0560
02008,55140,"FILIALE DI ROVATO",ROVATO,BS,0200855140,5140
02008,55180,"AG. DI SALO'",SALO',BS,0200855180,5180
02008,57770,AG.PEGOGNAGA,PEGOGNAGA,MN,0200857770,7770
02008,57820,"PORTO MANTOVANO","PORTO MANTOVANO",MN,0200857820,7820
02008,58041,"AG.VIRGILIO CERESE","VIRGILIO CERESE",MN,0200858041,8041
02008,58042,AG.VIRGILIO,VIRGILIO,MN,0200858042,8042
02008,58060,"AG.S.GIORGIO DI MANT","S.GIORGIO DI MANTOVA",MN,0200858060,8060
02008,59291,AG.BOVOLONE,BOVOLONE,VR,0200859291,9291
02008,59312,BUSSOLENGO,BUSSOLENGO,VR,0200859312,9312
02008,59320,AG.CALDIERO,CALDIERO,VR,0200859320,9320
02008,59350,AG.CASTAGNARO,CASTAGNARO,VR,0200859350,9350
02008,59361,"FIL.344 CASTEL D'AZZ","CASTEL D'AZZANO",VR,0200859361,9361
02008,59370,"CASTELNUOVO DEL GARD","CASTENUOVO DEL GARDA",VR,0200859370,9370
02008,59420,"AG.COLOGNOLA AI COLL","COLOGNOLA AI COLLI",VR,0200859420,9420
02008,59540,AG.LEGNAGO,LEGNAGO,VR,0200859540,9540
02008,59541,"LEGNAGO PORTO",LEGNAGO,VR,0200859541,9541
02008,59545,AG.LEGNAGO,LEGNAGO,VR,0200859545,9545
02008,59560,AG.BUSSOLENGO,BUSSOLENGO,VR,0200859560,9560
02008,59650,AG.PESCANTINA,PESCANTINA,VR,0200859650,9650
02008,59662,"PESCHIERA DEL GARDA","PESCHIERA DEL GARDA",VR,0200859662,9662
02008,59770,"S.GIOVANNI LUPATOTO","S.GIOVANNI LUPATOTO",VR,0200859770,9770
02008,59790,"AG.S.MARTINO BUON AL","S.MARTINO BUON ALBER",VR,0200859790,9790
02008,59870,"AG.SONA LUGAGNANO","SONA LUGAGNANO",,0200859870,9870
02008,59900,"TORRI DEL BENACO","TORRI DEL BENACO",VR,0200859900,9900
02008,59930,"VALEGGIO SUL MINCIO","VALEGGIO SUL MINCIO",VR,0200859930,9930
02008,59940,G.VIGASIO,VIGASIO,VR,0200859940,9940
02008,59950,"VILLA BARTOLOMEA","VILLA BARTOLOMEA",VR,0200859950,9950
02008,60000,FILBUTTAPIETRA,BUTTAPIETRA,VR,0200860000,0000
02008,60163,"BASSANO G.-PASSALACQ","BASSANO DEL GRAPPA",,0200860163,0163
02008,60165,"BASSANO D.G.-PAROLIN","BASSANO DEL GRAPPA",,0200860165,0165
02008,60166,"BASSANO DEL GRAPPA","BASSANO DEL GRAPPA",VI,0200860166,0166
02008,60250,AG.CARTIGLIANO,CARTIGLIANO,VI,0200860250,0250
02008,60260,"CASSOLA S.GIUSEPPE",CASSOLA,VI,0200860260,0260
02008,60351,AG.CREAZZO,CREAZZO,VI,0200860351,0351
02008,60691,AG.ROSA',ROSA',VI,0200860691,0691
02008,60700,"AG.ROSSANO VENETO","ROSSANO VENETO",VI,0200860700,0700
02008,60710,AG.SANDRIGO,SANDRIGO,VI,0200860710,0710
02008,60752,"FIL.SCHIO ZONA IND.",SCHIO,VI,0200860752,0752
02008,60800,"AG.TORRI QUARTESOLO","TORRI DI QUARTESOLO",VI,0200860800,0800
02008,61270,"S.GIUSTINA BELLUNESE","S.GIUSTINA BELLUNESE",BL,0200861270,1270
02008,61480,"ASOLO CASELLA",ASOLO,TV,0200861480,1480
02008,61620,"CONEGLIANO MAZZINI",CONEGLIANO,TV,0200861620,1620
02008,61860,AG.ODERZO,ODERZO,TV,0200861860,1860
02008,62540,CONSELVE,CONSELVE,PD,0200862540,2540
02008,62680,AG.MONTEGROTTO,MONTEGROTTO,PD,0200862680,2680
02008,62960,"AG.VIGONZA - BUSA",VIGONZA,,0200862960,2960
02008,63751,FIL.CODROIPO,CODROIPO,UD,0200863751,3751
02008,65310,"FIORENZUOLA D'ARDA","FIORENZUOLA D'ARDA",PC,0200865310,5310
02008,65430,PONTENURE,PONTENURE,PC,0200865430,5430
02008,65450,AG.ROTTOFRENO,ROTTOFRENO,PC,0200865450,5450
02008,65690,AG.COLLECCHIO,COLLECCHIO,,0200865690,5690
02008,65732,"PIAZZA GARIBALDI",FIDENZA,PR,0200865732,5732
02008,65733,AG.FIDENZA,FIDENZA,PR,0200865733,5733
02008,65740,AF.FONTANELLATO,FONTANELLATO,,0200865740,5740
02008,65900,"AG.SALSOMAGGIORE T.","SALSOMAGGIORE TERME",PR,0200865900,5900
02008,66131,AG.ALBINEA,ALBINEA,RE,0200866131,6131
02008,66210,"AG.CAMPAGNOLA EMILIA","CAMPAGNOLA EMILIA",RE,0200866210,6210
02008,66391,"AG.MONTECCHIO EMILIA","MONTECCHIO EMILIA",RE,0200866391,6391
02008,66471,"RUBIERA AG.N.1",RUBIERA,RE,0200866471,6471
02008,66501,"AG.S.ILARIO D'ENZA","S.ILARIO D'ENZA",RE,0200866501,6501
02008,66670,"AG. DI CAMPOGALLIANO",CAMPOGALLIANO,MO,0200866670,6670
02008,66690,"AG.CASTELFRANCO E.","CASTELFRANCO EMILIA",MO,0200866690,6690
02008,66691,AG.PIUMAZZO,PIUMAZZO,MO,0200866691,6691
02008,66692,"CASTELFRANCO E.MARTI","CASTELFRANCO EMILIA",MO,0200866692,6692
02008,66695,"FIL.CASTELFRANCO E.","CASTELFRANCO EMILIA",MO,0200866695,6695
02008,66696,"AG.CASTELFRANCO E.","CASTELFRANCO EMILIA",MO,0200866696,6696
02008,66730,"CONCORDIA SULLA SECC","CONCORDIA SULLA SECC",MO,0200866730,6730
02008,66750,"AG.FINALE EMILIA","FINALE EMILIA",MO,0200866750,6750
02008,66761,AG.FIORANO,MODENA,MO,0200866761,6761
02008,66780,"FILIALE DI FORMIGINE",FORMIGINE,MO,0200866780,6780
02008,66852,"MIRANDOLA CIRCONV.",MIRANDOLA,MO,0200866852,6852
02008,66960,FIL.RAVARINO,RAVARINO,MO,0200866960,6960
02008,66970,"SAN CESARIO SUL PANA",MODENA,MO,0200866970,6970
02008,67015,FIL.SASSUOLO,SASSUOLO,MO,0200867015,7015
02008,67020,"FIL.SAVIGNANO SUL.P.","SAVIGNANO SUL P.",MO,0200867020,7020
02008,67050,AG.SOLIERA,SOLIERA,MO,0200867050,7050
02008,67070,AG.VIGNOLA,VIGNOLA,MO,0200867070,7070
02008,67080,ZOCCA,ZOCCA,MO,0200867080,7080
02008,67171,AG.ARGENTA,ARGENTA,FE,0200867171,7171
02008,67210,COPPARO,COPPARO,FE,0200867210,7210
02008,67310,"POGGIO RENATICO","POGGIO RENATICO",FE,0200867310,7310
02008,67320,AG.PORTOMAGGIORE,PORTOMAGGIORE,FE,0200867320,7320
02008,67490,AG.BAGNACAVALLO,BAGNACAVALLO,RA,0200867490,7490
02008,67491,"BAGNACAVALLO TRAVERS",BAGNACAVALLO,RA,0200867491,7491
02008,67500,"AG.BAGNARA DI ROMAGN","BAGNARA DI ROMAGNA",RA,0200867500,7500
02008,67520,"AG.CASOLA VALSENIO","CASOLA VALSENIO",RA,0200867520,7520
02008,67530,"AG.CASTEL BOLOGNESE","CASTEL BOLOGNESE",RA,0200867530,7530
02008,67560,FIL.FUSIGNANO,FUSIGNANO,RA,0200867560,7560
02008,67570,"MASSA LOMBARDA","MASSA LOMBARDA",RA,0200867570,7570
02008,67580,"AG.RIOLO TERME","RIOLO TERME",,0200867580,7580
02008,67600,"S.AGATA SUL SANTERNO","S.AGATA SUL SANTERNO",RA,0200867600,7600
02008,67610,AG.SOLAROLO,SOLAROLO,RA,0200867610,7610
02008,67740,"AG.CASTROCARO TERME","CASTROCARO TERME",FC,0200867740,7740
02008,67790,AG.FORLIMPOPOLI,FORLIMPOPOLI,,0200867790,7790
02008,67810,GAMBETTOLA,GAMBETTOLA,FC,0200867810,7810
02008,67840,AG.MELDOLA,MELDOLA,FC,0200867840,7840
02008,67850,"MERCATO SARACENO","MERCATO SARACENO",FC,0200867850,7850
02008,67930,"MORCIANO DI ROMAGNA","MORCIANO DI ROMAGNA",RN,0200867930,7930
02008,67970,"AG.ROCCA S.CASCIANO","ROCCA S.CASCIANO",FC,0200867970,7970
02008,68021,"FILSANT'ARCANGELO R","SANT'ARCANGELO R.",RM,0200868021,8021
02008,68070,AG.TORRIANA,TORRIANA,RN,0200868070,8070
02008,68873,"CIVITANOVA M.-MATTEO","CIVITANOVA MARCHE",MC,0200868873,8873
02008,70461,AG.MONTECATINI,"MONTECATINI TERME",PT,0200870461,0461
02008,71132,AG.PONTEDERA,PONTEDERA,PI,0200871132,1132
02008,73030,"AG.CIVITA CASTELLANA","CIVITA CASTELLANA",VT,0200873030,3030
02008,74792,"AG.AVERSA 4",AVERSA,CE,0200874792,4792
02008,77020,"FIL.ROSETO D/ABRUZZI","ROSETO DEGLI ABRUZZI",TE,0200877020,7020
02008,77690,"FRANCAVILLA  AL MARE","FRANCAVILLA MARE",CH,0200877690,7690
02008,79580,AG.COPERTINO,COPERTINO,LE,0200879580,9580
02008,79582,COPERTINO,COPERTINO,LE,0200879582,9582
02008,79860,"V.LUNGOMARE OTRANTO",OTRANTO,LE,0200879860,9860
02008,83032,"FIL. PALMA DI MONTEC","PALMA DI MONTECHIARO",AG,0200883032,3032
02008,84620,"FIL.496 AUGUSTA",AUGUSTA,SR,0200884620,4620
02008,84980,"OLBIA UMBERTO",OLBIA,SS,0200884980,4980
02287,00000,,NULL,NULL,00000,NULL
03001,00353,"FILIALE IN ROMA",ROMA,RM,0300100353,0353
03001,00400,"FILIALE DI BARI",BARI,BA,0300100400,0400
03001,01620,"C.SO SEMPIONE MILANO",MILANO,MI,0300101620,1620
03001,02400,"FIL.VIA INDIPENDENZA",BOLOGNA,BO,0300102400,2400
03001,02401,"FIL.VIA VITTORIA",BOLOGNA,BO,0300102401,2401
03001,02402,"AG.VIA TOSCANA",BOLOGNA,BO,0300102402,2402
03001,02403,"AG.VIA FERRARESE",BOLOGNA,BO,0300102403,2403
03001,02600,ANCONA,ANCONA,AN,0300102600,2600
03001,03204,"AG.P.ZZA RIGHI",ROMA,RM,0300103204,3204
03001,03218,"AG.VIA GALLIA",ROMA,RM,0300103218,3218
03001,03222,"FIL.ROMA FLAMINIA",ROMA,RM,0300103222,3222
03001,04002,"FILIALE DI BARI",BARI,BA,0300104002,4002
03001,11806,"AG.VICENZA MAROSTICA",VICENZA,VC,0300111806,1806
03001,12002,"FIL.TREVISO V.REPUB.",TREVISO,TV,0300112002,2002
03001,16200,"FIL.DI RENDE",RENDE,CS,0300116200,6200
03001,36340,FIL.PRA,PRA,VE,0300136340,6340
03001,36760,"AG. CASTENASO",CASTENASO,BO,0300136760,6760
03001,37070,"FIL.S.LAZZARO DI S.","S.LAZZARO DI SAVENA",BO,0300137070,7070
03001,74860,FIL.CASAPULLA,CASAPULLA,CE,0300174860,4860
03001,75040,"AG.S.MARIA CAPUA VE","SANTA MARIA CAPUA VE",CE,0300175040,5040
03001,80670,"FIL. CASTROVILLARI",COSENZA,CS,0300180670,0670
03001,80880,AG.RENDE,RENDE,CS,0300180880,0880
03002,00000,,NULL,NULL,00000,NULL
03002,02400,"FIL.VIA UGO BASSI",BOLOGNA,BO,0300202400,2400
03002,02401,"AG.VIA FERRARESE",BOLOGNA,BO,0300202401,2401
03002,02402,"AG.VIA CLAVATURE",BOLOGNA,BO,0300202402,2402
03002,02403,"AG.VIA MAZZINI",BOLOGNA,BO,0300202403,2403
03002,02404,"AG.VIA MONTEFIORINO",BOLOGNA,BO,0300202404,2404
03002,02405,"AG.BO 2 VIA U. BASSI",BOLOGNA,BO,0300202405,2405
03002,02406,"AG.V.LE XII GIUGNO",BOLOGNA,BO,0300202406,2406
03002,02407,"FIL.V.MASSARENTI 260",BOLOGNA,BO,0300202407,2407
03002,02408,"AG.VIA DEL LAVORO 31",BOLOGNA,BO,0300202408,2408
03002,02409,"AG.VIA DUSE",BOLOGNA,BO,0300202409,2409
03002,02410,"AG. 10",BOLOGNA,BO,0300202410,2410
03002,02601,"FIL. ANCONA",ANCONA,AN,0300202601,2601
03002,02603,"ANCONA 5",ANCONA,AN,0300202603,2603
03002,02614,"ANCONA PALOMBARE",ANCONA,AN,0300202614,2614
03002,03246,"AG.VIA FAUGLIA 20",ROMA,RM,0300203246,3246
03002,03255,"AG.N.75 ROMA",ROMA,RM,0300203255,3255
03002,03268,"AG.N.122 ROMA",ROMA,RM,0300203268,3268
03002,03278,"AG.N.125 ROMA",ROMA,RM,0300203278,3278
03002,03279,"AG.N.126 ROMA",ROMA,RM,0300203279,3279
03002,03310,"VIA S. GIUSTINIANO",ROMA,RM,0300203310,3310
03002,03340,"AG.N.168 ROMA",ROMA,RM,0300203340,3340
03002,03364,"AG.N.64 ROMA",ROMA,RM,0300203364,3364
03002,03365,"AG.N.65 ROMA",ROMA,RM,0300203365,3365
03002,03412,"AG.N VIA NICOLARDI",NAPOLI,NA,0300203412,3412
03002,03804,"FIL.CAMPOBASSO 5",CAMPOBASSO,CB,0300203804,3804
03002,05044,"FIL.224 ROMA",ROMA,RM,0300205044,5044
03002,05054,"AG.N.231 ROMA",ROMA,RM,0300205054,5054
03002,05058,"AG.P.ZZA MALATESTA",ROMA,RM,0300205058,5058
03002,05067,"AG.N.33 ROMA",ROMA,RM,0300205067,5067
03002,05072,"AG.LIDO DI OSTIA",ROMA,RM,0300205072,5072
03002,05074,"AG.N.250 ROMA",ROMA,RM,0300205074,5074
03002,05078,"VIA TORRE VECCHIA",ROMA,RM,0300205078,5078
03002,05112,"AG.6066 V.LE IRPINIA",ROMA,RM,0300205112,5112
03002,10400,FIL.ALESSANDRIA,ALESSANDRIA,AL,0300210400,0400
03002,13000,"FIL.FERRARA 1",FERRARA,FE,0300213000,3000
03002,14919,AG.CASERTA,CASERTA,CS,0300214919,4919
03002,15101,"AG.AVELLINO 2",AVELLINO,AV,0300215101,5101
03002,15200,"SALERNO VITTORIO EMA",SALERNO,SA,0300215200,5200
03002,15600,"AG.ISERNIA 1",ISERNIA,IS,0300215600,5600
03002,16200,"CORSO MAZZINI",COSENZA,CS,0300216200,6200
03002,16311,"FIL.5 MILANO",MILANO,MI,0300216311,6311
03002,16500,"AG.VIA GARIBALDI 100",MESSINA,ME,0300216500,6500
03002,24200,"RIMINI AGENZIA N.1",RIMINI,RN,0300224200,4200
03002,24301,"FANO AGENZIA 2",FANO,AN,0300224301,4301
03002,24400,"AG.SAN BENEDETTO DEL","SAN BENEDETTO DEL TR",AP,0300224400,4400
03002,31870,AG.BUSALLA,BUSALLA,GE,0300231870,1870
03002,33680,AG.ROZZANO,ROZZANO,MI,0300233680,3680
03002,36670,"AG.CASALECCHIO DI R.","CASALECCHIO DI RENO",BO,0300236670,6670
03002,36750,"AG.CASTEL S.PIETRO","CASTEL SAN PIETRO",BO,0300236750,6750
03002,36850,"AG. CADRIANO",CADRIANO,BO,0300236850,6850
03002,38101,"AG.SESTO FIORENTINO","SESTO FIORENTINO",FI,0300238101,8101
03002,39041,FIL.CIVITAVECCHIA,CIVITAVECCHIA,RM,0300239041,9041
03002,39102,FIL.FRASCATI,FRASCATI,RM,0300239102,9102
03002,39103,AG.FRASCATI,FRASCATI,RM,0300239103,9103
03002,39360,"AG.RIGNANO FLAMINIO","RIGNANO FLAMINIO",RM,0300239360,9360
03002,39559,"CIAMPINO AEROPORTO",CIAMPINO,RM,0300239559,9559
03002,41060,"MONTENERO DI BISACCI","MONTENERO DI BISACCI",CB,0300241060,1060
03002,41080,AG.RICCIA,RICCIA,CB,0300241080,1080
03002,41631,PUTIGNANO,PUTIGNANO,BA,0300241631,1631
03002,43910,AG.IGLESIAS,IGLESIAS,CA,0300243910,3910
03002,59310,AG.BUSSOLENGO,BUSSOLENGO,VR,0300259310,9310
03002,67664,"AG.FIUMICINO 10",FIUMICINO,RM,0300267664,7664
03002,68873,"CIVITANOVA M.MATTEOT","CIVITANOVA MARCHE",MC,0300268873,8873
03002,68874,"AG.CIVITANOVA MARCHE","CIVITANOVA MARCHE",MC,0300268874,8874
03002,70720,"AG.1 PIOMBINO",PIOMBINO,LI,0300270720,0720
03002,73560,"AG.CITTA'DUCALE RIET","CITTA'DUCALE RIETI",RI,0300273560,3560
03002,89800,"AG.S.NICOLA LA STRA","S.NICOLA LA STRADA",CE,0300289800,9800
03006,06235,"FIL.CASTEL DEL PIANO",PERUGIA,PG,0300606235,6235
03011,12200,AG.ROVIGO,ROVIGO,RO,0301112200,2200
03015,03200,"SEDE DI ROMA",ROMA,RM,0301503200,3200
03017,37830,"DIREZIONE GENERALE",EMPOLI,FI,0301737830,7830
03019,26201,"AG. ACIREALE",CATANIA,CT,0301926201,
03019,83690,"AG.P.ZZA ARMERINA","PIAZZA ARMERINA",EN,0301983690,3690
03032,00000,,NULL,NULL,00000,NULL
03032,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0303202400,2400
03032,02401,"AG.A VIA MAZZINI",BOLOGNA,BO,0303202401,2401
03032,02402,"AG.3 VIA VANCINI 1/B",BOLOGNA,BO,0303202402,2402
03032,02403,"AG.4 BOLOGNA",BOLOGNA,BO,0303202403,2403
03032,02406,"BOLOGNA V.LE 12 GIUG",BOLOGNA,BO,0303202406,2406
03032,02410,"AG.N.10 BOLOGNA",BOLOGNA,BO,0303202410,2410
03032,03202,"AG.N.2 ROMA",ROMA,RM,0303203202,3202
03032,04600,"AG.3 PALERMO",PALERMO,PA,0303204600,4600
03032,04605,"PALERMO VIA DAMIANI",PALERMO,PA,0303204605,4605
03032,11500,"MANTOVA SEDE",MANTOVA,MN,0303211500,1500
03032,11702,"VERONA AG.N.2",VERONA,VR,0303211702,1702
03032,12082,"AGENZIA B","REGGIO EMILIA",RE,0303212082,2082
03032,12701,"PARMA AG.N.2",PARMA,PR,0303212701,2701
03032,12703,"AG.PARMA N.4",PARMA,PR,0303212703,2703
03032,12705,"PARMA AG.6",PARMA,PR,0303212705,2705
03032,12800,"SEDE REGGIO EMILIA","REGGIO EMILIA",RE,0303212800,2800
03032,12801,"AG.N.2 REGGIO E.","REGGIO EMILIA",RE,0303212801,2801
03032,12802,"FIL.B REGGIO EMILIA","REGGIO EMILIA",RE,0303212802,2802
03032,12804,"REGGIO EMILIA AG.N.4","REGGIO EMILIA",RE,0303212804,2804
03032,12805,AG.MASSENZATICO,MASSENZATICO,RE,0303212805,2805
03032,12810,"AG.REGGIO E.N.6","REGGIO EMILIA",RE,0303212810,2810
03032,12811,"AG.N.7 REGGIO E.","REGGIO EMILIA",RE,0303212811,2811
03032,12817,"RE AGENZIA N.13","REGGIO EMILIA",RE,0303212817,2817
03032,12902,"VIA VIGNOLESE 579",MODENA,MO,0303212902,2902
03032,12905,AG.SPILAMBERTO,SPILAMBERTO,MO,0303212905,2905
03032,13000,"AG.134 FERRARA",FERRARA,FE,0303213000,3000
03032,14900,FIL.CASERTA,CASERTA,CE,0303214900,4900
03032,15900,AG.BRINDISI,BRINDISI,BS,0303215900,5900
03032,21000,"IMOLA V.LE MARCONI",IMOLA,BO,0303221000,1000
03032,23900,FIL.CESENA,CESENA,FC,0303223900,3900
03032,24201,AG.RIMINI,RIMINI,RN,0303224201,4201
03032,33080,"AG.CUSANO MILANINO","CUSANO MILANINO",MI,0303233080,3080
03032,36590,FIL.FUNO,FUNO,BO,0303236590,6590
03032,36591,AG.ARGELATO,ARGELATO,BO,0303236591,6591
03032,36670,"FIL.CASALECCHIO DI R","CASALECCHIO DI RENO",BO,0303236670,6670
03032,37060,"FIL. SAN GIOVANNI",BOLOGNA,BO,0303237060,7060
03032,37070,"SAN LAZZARO DI SAVEN","SAN LAZZARO DI SAVEN",BO,0303237070,7070
03032,57610,"AG.S.SILVESTRO CURTA","S.SILVESTRO CURTATON",MN,0303257610,7610
03032,58040,"FILCERESE DI VIRGILI",VIRGILIO,MN,0303258040,8040
03032,59310,AG.BUSSOLENGO,BUSSOLENGO,VR,0303259310,9310
03032,59541,AG.LEGNAGO,LEGNAGO,VR,0303259541,9541
03032,65690,AG.COLLECCHIO,COLLECCHIO,PR,0303265690,5690
03032,65720,AG.FELINO,FELINO,PR,0303265720,5720
03032,65730,PARMA,PARMA,PR,0303265730,5730
03032,65840,AG.NOCETO,NOCETO,PR,0303265840,5840
03032,66130,AG.ALBINEA,ALBINEA,RE,0303266130,6130
03032,66160,AG.BARCO,BIBBIANO,RE,0303266160,6160
03032,66261,FIL.ROTELIA,ROTELIA,RE,0303266261,6261
03032,66280,"AG.CASTELNOVO DE'MON","CASTELNOVO DE'MONTI",RE,0303266280,6280
03032,66290,AG.CAVRIAGO,CAVRIAGO,RE,0303266290,6290
03032,66360,AG.GUASTALLA,GUASTALLA,RE,0303266360,6360
03032,66390,"AG.MONTECCHIO EMILIA","MONTECCHIO EMILIA",RE,0303266390,6390
03032,66400,AG.NOVELLARA,NOVELLARA,RE,0303266400,6400
03032,66410,AG.POVIGLIO,POVIGLIO,RE,0303266410,6410
03032,66420,"AG.QUATTRO CASTELLA","QUATTRO CASTELLA",RE,0303266420,6420
03032,66450,"AG.RIO SALICETO","RIO SALICETO",RE,0303266450,6450
03032,66460,AG.ROLO,ROLO,,0303266460,6460
03032,66501,"AG.SANT'ILARIO D'E.","SANT'ILARIO D'ENZA",RE,0303266501,6501
03032,66540,"AG.VEZZANO SUL CROST","VEZZANO SUL CROSTOLO",RE,0303266540,6540
03032,66690,"AG.CASTELFRANCO EM.","CASTELFRANCO EMILIA",MO,0303266690,6690
03032,66700,"FIL.CASTELNUOVO RANG",MODENA,MO,0303266700,6700
03032,66730,AG.CONCORDIA,"CONCORDIA SULLA SECC",MO,0303266730,6730
03032,66780,FIL.FORMIGINE,FORMIGINE,MO,0303266780,6780
03032,66850,AG.MIRANDOLA,MIRANDOLA,MO,0303266850,6850
03032,67012,"AG.N.3 SASSUOLO",SASSUOLO,MO,0303267012,7012
03032,67070,AG.VIGNOLA,VIGNOLA,MO,0303267070,7070
03032,99999,,NULL,NULL,99999,NULL
03042,36973,,NULL,NULL,36973,NULL
03043,02400,"BOLOGNA FARINI",BOLOGNA,BO,0304302400,2400
03048,01006,"TORINO AG.N.6",TORINO,TO,0304801006,1006
03048,22600,"AG.CASALE MONFERRATO","CASALE MONFERRATO",AL,0304822600,2600
03048,30830,AG.RIVALTA,"RIVALTA DI TORINO",TO,0304830830,0830
03049,79550,"FIL.CASTRIGNANO DEL","CASTRIGNANO DEL CAPO",LE,0304979550,9550
03051,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0305102400,2400
03051,02402,"AG.STR.MAGGIORE BO",BOLOGNA,BO,0305102402,2402
03051,10301,"ASTI - VIA L.GUERRA",ASTI,AT,0305110301,0301
03051,11704,"FILIALE N.4 VERONA",VERONA,VR,0305111704,1704
03051,12101,"FIL.PADOVA N.1",PADOVA,PD,0305112101,2101
03051,12701,"PARMA FIL.1",PARMA,PR,0305112701,2701
03051,12801,"FILN.1 REGGIO EMILIA","REGGIO EMILIA",RE,0305112801,2801
03051,12802,"AG.N.2 REGGIO EMILIA","REGGIO EMILIA",RE,0305112802,2802
03051,13101,"FIL.1 RAVENNA",RAVENNA,RA,0305113101,3101
03051,36671,"AG.CASALECCHIO DI R.","CASALECCHIO DI RENO",BO,0305136671,6671
03058,01604,"SEDE OPERATIVA",MILANO,MI,0305801604,1604
03059,04820,AG.CAGLIARI,CAGLIARI,CA,0305904820,4820
03062,34210,"AG.BASILIO MILANO 3","BASILIO MILANO 3",MI,0306234210,4210
03062,34610,AG.MILANO,MILANO,MI,0306234610,4610
03064,61110,"AG. FELTRE",FELTRE,BL,0306461110,1110
03067,04000,"AG.BARI SEDE",BARI,BA,0306704000,4000
03067,04005,"BARI S.SPIRITO",BARI,BA,0306704005,4005
03067,42740,"AG.SERRA SAN BRUNO","SERRA SAN BRUNO",VC,0306742740,2740
03067,79580,AG.COPERTINO,COPERTINO,LE,0306779580,9580
03067,80850,AG.PAOLA,PAOLA,CS,0306780850,0850
03069,01020,"TORINO 20",TORINO,TO,0306901020,1020
03069,01048,"TORINO AG.14",TORINO,TO,0306901048,1048
03069,01064,"TORINO 25",TORINO,TO,0306901064,1064
03069,01120,"AG.TO VIA S.TERESA",TORINO,TO,0306901120,1120
03069,01401,AG.GE-SANPIERDARENA,GENOVA,GE,0306901401,1401
03069,01406,"AG.COMIT GE-CORTE",GENOVA,GE,0306901406,1406
03069,01456,"AG.SESTRI PONENTE",GENOVA,GE,0306901456,1456
03069,01458,AG.BOLZANETO,GENOVA,GE,0306901458,1458
03069,01470,"AG.GENOVA P.ZZA DANT",GENOVA,GE,0306901470,1470
03069,01488,"AG.BAV P.ZZA TOMMASE",GENOVA,GE,0306901488,1488
03069,01599,AG.NERVI,GENOVA,GE,0306901599,1599
03069,01639,"MILANO 36",MILANO,MI,0306901639,1639
03069,01646,"AG.V.AMEDA 49 MILANO",MILANO,MI,0306901646,1646
03069,01798,"AG.N.52 MILANO",MILANO,MI,0306901798,1798
03069,02041,AG.MESTRE,MESTRE,VE,0306902041,2041
03069,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0306902400,2400
03069,02402,"AG.SAN FELICE",BOLOGNA,BO,0306902402,2402
03069,02403,"AG.EMILIA LEVANTE",BOLOGNA,BO,0306902403,2403
03069,02404,AG.FIERA,BOLOGNA,BO,0306902404,2404
03069,02405,"AG.VIA CASTIGLIONE",BOLOGNA,BO,0306902405,2405
03069,02407,"AG.P.ZZA XX SETTEMBR",BOLOGNA,BO,0306902407,2407
03069,02408,"AG.N.4 BOLOGNA",BOLOGNA,BO,0306902408,2408
03069,02409,"AG.MOLINO PARISIO",BOLOGNA,BO,0306902409,2409
03069,02410,"AG.N.5 BOLOGNA",BOLOGNA,BO,0306902410,2410
03069,02411,AG.BOLOGNA,BOLOGNA,BO,0306902411,2411
03069,02420,"AG.VIA DEI MILLE",BOLOGNA,BO,0306902420,2420
03069,02440,"AG.VIA RIZZOLI",BOLOGNA,BO,0306902440,2440
03069,02452,"AG.VIA VITTORIA 2/A",BOLOGNA,BO,0306902452,2452
03069,02454,"FIL.BO 236 AG.2",BOLOGNA,BO,0306902454,2454
03069,02455,"AG.VIA TOSCANA",BOLOGNA,BO,0306902455,2455
03069,02456,"AG.SAN FELICE",BOLOGNA,BO,0306902456,2456
03069,02457,"AG.BOLOGNA 3",BOLOGNA,BO,0306902457,2457
03069,02458,"AG.VIA FERRARESE",BOLOGNA,BO,0306902458,2458
03069,02459,"AGENZIA N.3",BOLOGNA,BO,0306902459,2459
03069,02460,"AG.4 VIA INDIPENDENZ",BOLOGNA,BO,0306902460,2460
03069,02461,AG.FIERA,BOLOGNA,BO,0306902461,2461
03069,02463,"AG.VIA CASTIGLIONE",BOLOGNA,BO,0306902463,2463
03069,02464,"AG.6 VIA TOSCANA",BOLOGNA,BO,0306902464,2464
03069,02465,"AG.BORGO PANIGALE",BOLOGNA,BO,0306902465,2465
03069,02841,"FIL.2452 DI FIRENZ",FIRENZE,FI,0306902841,2841
03069,03251,"VIA JENNER 159",ROMA,RM,0306903251,3251
